case,play,song,begin_frame,end_frame,begin,end,query_peaks,query_matched,reference_peaks,reference_matched,verify_q,verify_r,oracle_start,oracle_hold,maximum_retrieval_confidence,native_start_gate_candidates,native_hold_predictions
noise_0db,clean-t05,t05,19294,19638,112.00145124716553,113.99836734693878,14,12,30,12,0.8571428571428571,0.4,True,True,55.555556,0,0
noise_0db,clean-t05,t05,19638,19983,113.99836734693878,116.00108843537414,11,11,38,11,1.0,0.2894736842105263,True,True,59.59596,0,0
noise_0db,clean-t05,t05,19983,20327,116.00108843537414,117.99800453514739,11,9,34,9,0.8181818181818182,0.2647058823529412,True,True,63.302752,0,0
noise_0db,clean-t05,t05,20327,20672,117.99800453514739,120.00072562358277,9,9,29,9,1.0,0.3103448275862069,True,True,66.942149,0,0
noise_0db,clean-t06,t06,23773,24117,138.0019954648526,139.99891156462584,11,7,24,7,0.6363636363636364,0.2916666666666667,True,True,33.333333,0,0
noise_0db,clean-t06,t06,24117,24462,139.99891156462584,142.00163265306122,14,12,34,12,0.8571428571428571,0.35294117647058826,True,True,44.444444,0,0
noise_0db,clean-t06,t06,24462,24806,142.00163265306122,143.99854875283447,13,8,36,8,0.6153846153846154,0.2222222222222222,True,True,58.762887,0,0
noise_0db,clean-t06,t06,24806,25151,143.99854875283447,146.00126984126985,15,13,36,13,0.8666666666666667,0.3611111111111111,True,True,72.972973,1,0
noise_0db,clean-t07,t07,28252,28596,164.0025396825397,165.99945578231294,17,16,40,16,0.9411764705882353,0.4,True,True,56.043956,0,0
noise_0db,clean-t07,t07,28596,28941,165.99945578231294,168.0021768707483,16,13,39,13,0.8125,0.3333333333333333,True,True,65.217391,0,0
noise_0db,clean-t07,t07,28941,29285,168.0021768707483,169.99909297052153,17,17,40,17,1.0,0.425,True,True,78.723404,1,0
noise_0db,clean-t07,t07,29285,29630,169.99909297052153,172.0018140589569,12,8,35,8,0.6666666666666666,0.22857142857142856,True,True,82.45614,1,1
noise_0db,clean-t08,t08,32730,33075,189.99727891156462,192.0,24,20,32,20,0.8333333333333334,0.625,True,True,83.539095,1,0
noise_0db,clean-t08,t08,33075,33420,192.0,194.00272108843538,20,15,29,15,0.75,0.5172413793103449,True,True,89.769821,1,1
noise_0db,clean-t08,t08,33420,33764,194.00272108843538,195.99963718820862,24,21,34,21,0.875,0.6176470588235294,True,True,92.818671,1,1
noise_0db,clean-t08,t08,33764,34109,195.99963718820862,198.002358276644,16,14,20,14,0.875,0.7,True,True,94.350282,1,1
noise_0db,clean-t09,t09,37209,37554,215.9978231292517,218.00054421768706,14,13,42,13,0.9285714285714286,0.30952380952380953,True,True,21.568627,0,0
noise_0db,clean-t09,t09,37554,37898,218.00054421768706,219.9974603174603,8,7,37,7,0.875,0.1891891891891892,True,True,33.333333,0,0
noise_0db,clean-t09,t09,37898,38243,219.9974603174603,222.0001814058957,9,8,33,8,0.8888888888888888,0.24242424242424243,True,True,37.5,0,0
noise_0db,clean-t09,t09,38243,38588,222.0001814058957,224.00290249433107,11,9,35,9,0.8181818181818182,0.2571428571428571,True,True,43.661972,0,0
noise_0db,clean-t10,t10,41688,42033,241.99836734693878,244.00108843537416,10,8,40,8,0.8,0.2,True,True,20.0,0,0
noise_0db,clean-t10,t10,42033,42377,244.00108843537416,245.9980045351474,10,9,38,9,0.9,0.23684210526315788,True,True,23.076923,0,0
noise_0db,clean-t10,t10,42377,42722,245.9980045351474,248.00072562358275,10,7,33,7,0.7,0.21212121212121213,True,True,24.528302,0,0
noise_0db,clean-t10,t10,42722,43066,248.00072562358275,249.997641723356,12,10,34,10,0.8333333333333334,0.29411764705882354,True,True,33.333333,0,0
noise_0db,clean-t11,t11,46167,46512,267.99891156462587,270.0016326530612,4,4,26,4,1.0,0.15384615384615385,True,True,4.761905,0,0
noise_0db,clean-t11,t11,46512,46856,270.0016326530612,271.9985487528345,5,5,18,5,1.0,0.2777777777777778,True,True,9.090909,0,0
noise_0db,clean-t11,t11,46856,47201,271.9985487528345,274.00126984126985,7,7,25,7,1.0,0.28,True,True,28.571429,0,0
noise_0db,clean-t11,t11,47201,47545,274.00126984126985,275.99818594104306,11,9,30,9,0.8181818181818182,0.3,True,True,33.333333,0,0
noise_0db,clean-t12,t12,50646,50991,293.9994557823129,296.0021768707483,7,7,36,7,1.0,0.19444444444444445,True,True,13.043478,0,0
noise_0db,clean-t12,t12,50991,51335,296.0021768707483,297.99909297052153,3,3,17,3,1.0,0.17647058823529413,True,True,13.043478,0,0
noise_0db,clean-t12,t12,51335,51680,297.99909297052153,300.00181405895694,15,11,38,11,0.7333333333333333,0.2894736842105263,True,True,34.42623,0,0
noise_0db,clean-t12,t12,51680,52024,300.00181405895694,301.99873015873015,5,5,18,5,1.0,0.2777777777777778,True,True,36.507937,0,0
noise_0db,clean-t13,t13,55125,55470,320.0,322.00272108843535,17,15,33,15,0.8823529411764706,0.45454545454545453,True,True,47.368421,0,0
noise_0db,clean-t13,t13,55470,55814,322.00272108843535,323.9996371882086,12,11,36,11,0.9166666666666666,0.3055555555555556,True,True,52.941176,0,0
noise_0db,clean-t13,t13,55814,56159,323.9996371882086,326.002358276644,20,20,47,20,1.0,0.425531914893617,True,True,61.904762,0,0
noise_0db,clean-t13,t13,56159,56503,326.002358276644,327.99927437641725,15,14,39,14,0.9333333333333333,0.358974358974359,True,True,65.217391,0,0
noise_0db,clean-t14,t14,59604,59948,346.0005442176871,347.9974603174603,13,13,29,13,1.0,0.4482758620689655,True,True,55.555556,0,0
noise_0db,clean-t14,t14,59948,60293,347.9974603174603,350.0001814058957,17,16,40,16,0.9411764705882353,0.4,True,True,71.631206,1,0
noise_0db,clean-t14,t14,60293,60638,350.0001814058957,352.00290249433107,14,12,32,12,0.8571428571428571,0.375,True,True,77.011494,1,1
noise_0db,clean-t14,t14,60638,60982,352.00290249433107,353.9998185941043,13,13,31,13,1.0,0.41935483870967744,True,True,82.45614,1,1
noise_0db,clean-t15,t15,64083,64427,372.00108843537413,373.9980045351474,8,7,32,7,0.875,0.21875,True,True,11.111111,0,0
noise_0db,clean-t15,t15,64427,64772,373.9980045351474,376.00072562358275,6,5,26,5,0.8333333333333334,0.19230769230769232,True,True,14.893617,0,0
noise_0db,clean-t15,t15,64772,65116,376.00072562358275,377.997641723356,8,7,31,7,0.875,0.22580645161290322,True,True,18.367347,0,0
noise_0db,clean-t15,t15,65116,65461,377.997641723356,380.0003628117914,10,8,17,8,0.8,0.47058823529411764,True,True,36.507937,0,0
noise_0db,clean-t16,t16,68562,68906,398.0016326530612,399.9985487528345,14,11,38,11,0.7857142857142857,0.2894736842105263,True,True,45.205479,0,0
noise_0db,clean-t16,t16,68906,69251,399.9985487528345,402.00126984126985,16,14,40,14,0.875,0.35,True,True,57.894737,0,0
noise_0db,clean-t16,t16,69251,69595,402.00126984126985,403.99818594104306,15,12,40,12,0.8,0.3,True,True,63.963964,0,0
noise_0db,clean-t16,t16,69595,69940,403.99818594104306,406.00090702947847,13,9,31,9,0.6923076923076923,0.2903225806451613,True,True,68.75,0,0
noise_0db,clean-t17,t17,73041,73385,424.0021768707483,425.99909297052153,13,9,25,9,0.6923076923076923,0.36,True,True,18.367347,0,0
noise_0db,clean-t17,t17,73385,73730,425.99909297052153,428.00181405895694,8,6,41,6,0.75,0.14634146341463414,True,True,21.568627,0,0
noise_0db,clean-t17,t17,73730,74074,428.00181405895694,429.99873015873015,17,15,45,15,0.8823529411764706,0.3333333333333333,True,True,56.043956,0,0
noise_0db,clean-t17,t17,74074,74419,429.99873015873015,432.0014512471655,10,8,28,8,0.8,0.2857142857142857,True,True,64.60177,0,0
noise_0db,clean-t18,t18,77520,77864,450.00272108843535,451.9996371882086,7,6,42,6,0.8571428571428571,0.14285714285714285,True,True,4.761905,0,0
noise_0db,clean-t18,t18,77864,78209,451.9996371882086,454.002358276644,4,4,16,4,1.0,0.25,True,True,4.761905,0,0
noise_0db,clean-t18,t18,78209,78553,454.002358276644,455.99927437641725,4,3,32,3,0.75,0.09375,True,True,4.761905,0,0
noise_0db,clean-t18,t18,78553,78898,455.99927437641725,458.0019954648526,5,3,38,3,0.6,0.07894736842105263,True,True,4.761905,0,0
noise_0db,clean-t19,t19,81998,82343,475.9974603174603,478.0001814058957,18,16,33,16,0.8888888888888888,0.48484848484848486,True,True,60.784314,0,0
noise_0db,clean-t19,t19,82343,82688,478.0001814058957,480.00290249433107,22,19,40,19,0.8636363636363636,0.475,True,True,77.40113,1,0
noise_0db,clean-t19,t19,82688,83032,480.00290249433107,481.9998185941043,19,17,31,17,0.8947368421052632,0.5483870967741935,True,True,85.185185,1,1
noise_0db,clean-t19,t19,83032,83377,481.9998185941043,484.0025396825397,27,20,44,20,0.7407407407407407,0.45454545454545453,True,True,88.338192,1,1
noise_0db,clean-t20,t20,86477,86822,501.9980045351474,504.00072562358275,6,6,17,6,1.0,0.35294117647058826,True,True,14.893617,0,0
noise_0db,clean-t20,t20,86822,87166,504.00072562358275,505.997641723356,7,7,32,7,1.0,0.21875,True,True,25.925926,0,0
noise_0db,clean-t20,t20,87166,87511,505.997641723356,508.0003628117914,8,8,41,8,1.0,0.1951219512195122,True,True,32.20339,0,0
noise_0db,clean-t20,t20,87511,87855,508.0003628117914,509.99727891156465,9,9,33,9,1.0,0.2727272727272727,True,True,40.298507,0,0
noise_0db,clean-t21,t21,90956,91301,527.9985487528345,530.0012698412698,13,11,50,11,0.8461538461538461,0.22,True,True,31.034483,0,0
noise_0db,clean-t21,t21,91301,91645,530.0012698412698,531.9981859410431,13,11,51,11,0.8461538461538461,0.21568627450980393,True,True,35.483871,0,0
noise_0db,clean-t21,t21,91645,91990,531.9981859410431,534.0009070294784,15,14,44,14,0.9333333333333333,0.3181818181818182,True,True,43.661972,0,0
noise_0db,clean-t21,t21,91990,92334,534.0009070294784,535.9978231292517,10,10,48,10,1.0,0.20833333333333334,True,True,44.444444,0,0
noise_0db,clean-t22,t22,95435,95780,553.9990929705216,556.0018140589569,14,12,22,12,0.8571428571428571,0.5454545454545454,True,True,70.149254,1,0
noise_0db,clean-t22,t22,95780,96124,556.0018140589569,557.9987301587302,21,18,37,18,0.8571428571428571,0.4864864864864865,True,True,81.308411,1,0
noise_0db,clean-t22,t22,96124,96469,557.9987301587302,560.0014512471655,12,9,27,9,0.75,0.3333333333333333,True,True,83.122363,1,1
noise_0db,clean-t22,t22,96469,96813,560.0014512471655,561.9983673469387,14,11,34,11,0.7857142857142857,0.3235294117647059,True,True,84.189723,1,1
voice_0db,clean-t01,t01,1378,1723,7.999274376417233,10.001995464852607,36,10,22,10,0.2777777777777778,0.45454545454545453,False,False,32.20339,0,0
voice_0db,clean-t01,t01,1723,2067,10.001995464852607,11.99891156462585,35,7,23,7,0.2,0.30434782608695654,False,False,40.298507,0,0
voice_0db,clean-t01,t01,2067,2412,11.99891156462585,14.001632653061224,35,9,28,9,0.2571428571428571,0.32142857142857145,False,False,64.285714,0,0
voice_0db,clean-t01,t01,2412,2756,14.001632653061224,15.998548752834466,42,12,28,12,0.2857142857142857,0.42857142857142855,False,False,66.386555,0,0
voice_0db,clean-t02,t02,5857,6202,33.99981859410431,36.002539682539684,40,20,38,20,0.5,0.5263157894736842,True,True,67.213115,0,0
voice_0db,clean-t02,t02,6202,6546,36.002539682539684,37.99945578231293,33,16,35,16,0.48484848484848486,0.45714285714285713,True,True,76.878613,1,0
voice_0db,clean-t02,t02,6546,6891,37.99945578231293,40.0021768707483,45,25,40,25,0.5555555555555556,0.625,True,True,87.654321,3,1
voice_0db,clean-t02,t02,6891,7235,40.0021768707483,41.999092970521545,39,18,36,18,0.46153846153846156,0.5,True,True,88.919668,2,1
voice_0db,clean-t03,t03,10336,10680,60.00036281179138,61.99727891156463,46,16,38,16,0.34782608695652173,0.42105263157894735,False,True,59.183673,0,0
voice_0db,clean-t03,t03,10680,11025,61.99727891156463,64.0,42,15,41,15,0.35714285714285715,0.36585365853658536,False,True,65.517241,0,0
voice_0db,clean-t03,t03,11025,11370,64.0,66.00272108843538,55,21,48,21,0.38181818181818183,0.4375,False,True,74.193548,0,0
voice_0db,clean-t03,t03,11370,11714,66.00272108843538,67.99963718820862,45,19,39,19,0.4222222222222222,0.48717948717948717,True,True,80.487805,2,0
voice_0db,clean-t04,t04,14815,15159,86.00090702947846,87.9978231292517,29,11,20,11,0.3793103448275862,0.55,False,True,64.285714,0,0
voice_0db,clean-t04,t04,15159,15504,87.9978231292517,90.00054421768708,33,19,29,19,0.5757575757575758,0.6551724137931034,True,True,83.40249,1,0
voice_0db,clean-t04,t04,15504,15848,90.00054421768708,91.99746031746032,33,17,27,17,0.5151515151515151,0.6296296296296297,True,True,87.951807,1,0
voice_0db,clean-t04,t04,15848,16193,91.99746031746032,94.00018140589569,27,18,25,18,0.6666666666666666,0.72,True,True,93.620415,1,1
voice_0db,clean-t05,t05,19294,19638,112.00145124716553,113.99836734693878,37,19,34,19,0.5135135135135135,0.5588235294117647,True,True,63.636364,0,0
voice_0db,clean-t05,t05,19638,19983,113.99836734693878,116.00108843537414,46,24,38,24,0.5217391304347826,0.631578947368421,True,True,71.223022,1,0
voice_0db,clean-t05,t05,19983,20327,116.00108843537414,117.99800453514739,47,26,38,26,0.5531914893617021,0.6842105263157895,True,True,75.15528,3,1
voice_0db,clean-t05,t05,20327,20672,117.99800453514739,120.00072562358277,47,23,37,23,0.48936170212765956,0.6216216216216216,True,True,80.582524,2,1
voice_0db,clean-t06,t06,23773,24117,138.0019954648526,139.99891156462584,40,18,31,18,0.45,0.5806451612903226,True,True,76.470588,1,0
voice_0db,clean-t06,t06,24117,24462,139.99891156462584,142.00163265306122,35,14,33,14,0.4,0.42424242424242425,True,True,80.19802,1,1
voice_0db,clean-t06,t06,24462,24806,142.00163265306122,143.99854875283447,45,16,36,16,0.35555555555555557,0.4444444444444444,False,True,84.313725,0,1
voice_0db,clean-t06,t06,24806,25151,143.99854875283447,146.00126984126985,40,14,35,14,0.35,0.4,False,True,86.062718,0,1
voice_0db,clean-t07,t07,28252,28596,164.0025396825397,165.99945578231294,41,22,40,22,0.5365853658536586,0.55,True,True,71.223022,1,0
voice_0db,clean-t07,t07,28596,28941,165.99945578231294,168.0021768707483,47,26,44,26,0.5531914893617021,0.5909090909090909,True,True,80.676329,1,1
voice_0db,clean-t07,t07,28941,29285,168.0021768707483,169.99909297052153,46,24,44,24,0.5217391304347826,0.5454545454545454,True,True,89.924433,1,1
voice_0db,clean-t07,t07,29285,29630,169.99909297052153,172.0018140589569,47,19,35,19,0.40425531914893614,0.5428571428571428,True,True,91.32321,1,1
voice_0db,clean-t08,t08,32730,33075,189.99727891156462,192.0,36,22,33,22,0.6111111111111112,0.6666666666666666,True,True,89.071038,1,0
voice_0db,clean-t08,t08,33075,33420,192.0,194.00272108843538,42,23,29,23,0.5476190476190477,0.7931034482758621,True,True,92.141454,1,1
voice_0db,clean-t08,t08,33420,33764,194.00272108843538,195.99963718820862,44,29,36,29,0.6590909090909091,0.8055555555555556,True,True,94.784876,1,1
voice_0db,clean-t08,t08,33764,34109,195.99963718820862,198.002358276644,35,20,22,20,0.5714285714285714,0.9090909090909091,True,True,95.731057,1,1
voice_0db,clean-t09,t09,37209,37554,215.9978231292517,218.00054421768706,46,14,43,14,0.30434782608695654,0.32558139534883723,False,True,48.051948,0,0
voice_0db,clean-t09,t09,37554,37898,218.00054421768706,219.9974603174603,40,12,37,12,0.3,0.32432432432432434,False,True,51.219512,0,0
voice_0db,clean-t09,t09,37898,38243,219.9974603174603,222.0001814058957,43,13,44,13,0.3023255813953488,0.29545454545454547,False,True,61.165049,0,0
voice_0db,clean-t09,t09,38243,38588,222.0001814058957,224.00290249433107,43,14,39,14,0.32558139534883723,0.358974358974359,False,True,70.149254,0,0
voice_0db,clean-t10,t10,41688,42033,241.99836734693878,244.00108843537416,40,17,43,17,0.425,0.3953488372093023,True,True,63.963964,0,0
voice_0db,clean-t10,t10,42033,42377,244.00108843537416,245.9980045351474,36,15,41,15,0.4166666666666667,0.36585365853658536,True,True,71.014493,1,0
voice_0db,clean-t10,t10,42377,42722,245.9980045351474,248.00072562358275,39,18,33,18,0.46153846153846156,0.5454545454545454,True,True,81.132075,1,1
voice_0db,clean-t10,t10,42722,43066,248.00072562358275,249.997641723356,39,15,35,15,0.38461538461538464,0.42857142857142855,False,True,82.978723,0,1
voice_0db,clean-t11,t11,46167,46512,267.99891156462587,270.0016326530612,37,16,34,16,0.43243243243243246,0.47058823529411764,True,True,75.460123,1,0
voice_0db,clean-t11,t11,46512,46856,270.0016326530612,271.9985487528345,35,11,24,11,0.3142857142857143,0.4583333333333333,False,True,79.274611,0,1
voice_0db,clean-t11,t11,46856,47201,271.9985487528345,274.00126984126985,36,19,36,19,0.5277777777777778,0.5277777777777778,True,True,87.841945,1,1
voice_0db,clean-t11,t11,47201,47545,274.00126984126985,275.99818594104306,43,22,35,22,0.5116279069767442,0.6285714285714286,True,True,90.825688,1,1
voice_0db,clean-t12,t12,50646,50991,293.9994557823129,296.0021768707483,40,19,42,19,0.475,0.4523809523809524,True,True,65.517241,0,0
voice_0db,clean-t12,t12,50991,51335,296.0021768707483,297.99909297052153,42,17,40,17,0.40476190476190477,0.425,True,True,71.830986,1,0
voice_0db,clean-t12,t12,51335,51680,297.99909297052153,300.00181405895694,47,20,38,20,0.425531914893617,0.5263157894736842,True,True,86.970684,2,1
voice_0db,clean-t12,t12,51680,52024,300.00181405895694,301.99873015873015,40,18,30,18,0.45,0.6,True,True,89.795918,1,1
voice_0db,clean-t13,t13,55125,55470,320.0,322.00272108843535,42,22,40,22,0.5238095238095238,0.55,True,True,72.027972,1,0
voice_0db,clean-t13,t13,55470,55814,322.00272108843535,323.9996371882086,47,23,42,23,0.48936170212765956,0.5476190476190477,True,True,81.395349,1,0
voice_0db,clean-t13,t13,55814,56159,323.9996371882086,326.002358276644,44,20,49,20,0.45454545454545453,0.40816326530612246,True,True,85.915493,1,1
voice_0db,clean-t13,t13,56159,56503,326.002358276644,327.99927437641725,39,20,47,20,0.5128205128205128,0.425531914893617,True,True,88.304094,1,1
voice_0db,clean-t14,t14,59604,59948,346.0005442176871,347.9974603174603,38,20,34,20,0.5263157894736842,0.5882352941176471,True,True,86.885246,1,0
voice_0db,clean-t14,t14,59948,60293,347.9974603174603,350.0001814058957,44,31,39,31,0.7045454545454546,0.7948717948717948,True,True,93.517018,2,1
voice_0db,clean-t14,t14,60293,60638,350.0001814058957,352.00290249433107,42,28,35,28,0.6666666666666666,0.8,True,True,95.979899,2,1
voice_0db,clean-t14,t14,60638,60982,352.00290249433107,353.9998185941043,36,20,31,20,0.5555555555555556,0.6451612903225806,True,True,96.539792,3,1
voice_0db,clean-t15,t15,64083,64427,372.00108843537413,373.9980045351474,39,11,32,11,0.28205128205128205,0.34375,False,False,41.176471,0,0
voice_0db,clean-t15,t15,64427,64772,373.9980045351474,376.00072562358275,34,10,24,10,0.29411764705882354,0.4166666666666667,False,False,48.051948,0,0
voice_0db,clean-t15,t15,64772,65116,376.00072562358275,377.997641723356,39,8,31,8,0.20512820512820512,0.25806451612903225,False,False,50.0,0,0
voice_0db,clean-t15,t15,65116,65461,377.997641723356,380.0003628117914,38,9,24,9,0.23684210526315788,0.375,False,False,55.555556,0,0
voice_0db,clean-t16,t16,68562,68906,398.0016326530612,399.9985487528345,43,20,39,20,0.46511627906976744,0.5128205128205128,True,True,71.631206,1,0
voice_0db,clean-t16,t16,68906,69251,399.9985487528345,402.00126984126985,46,25,40,25,0.5434782608695652,0.625,True,True,80.769231,1,1
voice_0db,clean-t16,t16,69251,69595,402.00126984126985,403.99818594104306,46,20,40,20,0.43478260869565216,0.5,True,True,84.251969,2,1
voice_0db,clean-t16,t16,69595,69940,403.99818594104306,406.00090702947847,46,21,32,21,0.45652173913043476,0.65625,True,True,87.381703,1,1
voice_0db,clean-t17,t17,73041,73385,424.0021768707483,425.99909297052153,47,25,37,25,0.5319148936170213,0.6756756756756757,True,True,85.018727,1,0
voice_0db,clean-t17,t17,73385,73730,425.99909297052153,428.00181405895694,47,26,44,26,0.5531914893617021,0.5909090909090909,True,True,88.372093,2,1
voice_0db,clean-t17,t17,73730,74074,428.00181405895694,429.99873015873015,54,29,45,29,0.5370370370370371,0.6444444444444445,True,True,92.714026,2,1
voice_0db,clean-t17,t17,74074,74419,429.99873015873015,432.0014512471655,40,17,31,17,0.425,0.5483870967741935,True,True,93.579454,2,1
voice_0db,clean-t18,t18,77520,77864,450.00272108843535,451.9996371882086,46,27,42,27,0.5869565217391305,0.6428571428571429,True,True,84.615385,1,0
voice_0db,clean-t18,t18,77864,78209,451.9996371882086,454.002358276644,45,24,40,24,0.5333333333333333,0.6,True,True,88.700565,1,1
voice_0db,clean-t18,t18,78209,78553,454.002358276644,455.99927437641725,45,23,41,23,0.5111111111111111,0.5609756097560976,True,True,91.43469,2,1
voice_0db,clean-t18,t18,78553,78898,455.99927437641725,458.0019954648526,49,26,45,26,0.5306122448979592,0.5777777777777777,True,True,92.687386,2,1
voice_0db,clean-t19,t19,81998,82343,475.9974603174603,478.0001814058957,41,20,33,20,0.4878048780487805,0.6060606060606061,True,True,70.37037,1,0
voice_0db,clean-t19,t19,82343,82688,478.0001814058957,480.00290249433107,40,22,40,22,0.55,0.55,True,True,83.333333,1,1
voice_0db,clean-t19,t19,82688,83032,480.00290249433107,481.9998185941043,37,19,33,19,0.5135135135135135,0.5757575757575758,True,True,88.795518,1,1
voice_0db,clean-t19,t19,83032,83377,481.9998185941043,484.0025396825397,48,29,45,29,0.6041666666666666,0.6444444444444445,True,True,92.805755,1,1
voice_0db,clean-t20,t20,86477,86822,501.9980045351474,504.00072562358275,34,9,29,9,0.2647058823529412,0.3103448275862069,False,False,20.0,0,0
voice_0db,clean-t20,t20,86822,87166,504.00072562358275,505.997641723356,38,12,38,12,0.3157894736842105,0.3157894736842105,False,True,45.945946,0,0
voice_0db,clean-t20,t20,87166,87511,505.997641723356,508.0003628117914,49,18,42,18,0.3673469387755102,0.42857142857142855,False,True,62.962963,0,0
voice_0db,clean-t20,t20,87511,87855,508.0003628117914,509.99727891156465,50,15,37,15,0.3,0.40540540540540543,False,True,67.479675,0,0
voice_0db,clean-t21,t21,90956,91301,527.9985487528345,530.0012698412698,51,20,50,20,0.39215686274509803,0.4,False,True,63.963964,0,0
voice_0db,clean-t21,t21,91301,91645,530.0012698412698,531.9981859410431,48,24,51,24,0.5,0.47058823529411764,True,True,77.653631,2,0
voice_0db,clean-t21,t21,91645,91990,531.9981859410431,534.0009070294784,51,22,49,22,0.43137254901960786,0.4489795918367347,True,True,83.40249,1,0
voice_0db,clean-t21,t21,91990,92334,534.0009070294784,535.9978231292517,57,30,53,30,0.5263157894736842,0.5660377358490566,True,True,90.074442,1,1
voice_0db,clean-t22,t22,95435,95780,553.9990929705216,556.0018140589569,39,13,30,13,0.3333333333333333,0.43333333333333335,False,True,50.617284,0,0
voice_0db,clean-t22,t22,95780,96124,556.0018140589569,557.9987301587302,37,16,37,16,0.43243243243243246,0.43243243243243246,True,True,63.636364,0,0
voice_0db,clean-t22,t22,96124,96469,557.9987301587302,560.0014512471655,34,10,30,10,0.29411764705882354,0.3333333333333333,False,False,70.149254,0,0
voice_0db,clean-t22,t22,96469,96813,560.0014512471655,561.9983673469387,37,16,35,16,0.43243243243243246,0.45714285714285713,True,True,79.057592,1,0
combined,clean-t01,t01,1378,1723,7.999274376417233,10.001995464852607,31,5,15,5,0.16129032258064516,0.3333333333333333,False,False,27.272727,0,0
combined,clean-t01,t01,1723,2067,10.001995464852607,11.99891156462585,34,9,23,9,0.2647058823529412,0.391304347826087,False,False,38.461538,0,0
combined,clean-t01,t01,2067,2412,11.99891156462585,14.001632653061224,33,15,26,15,0.45454545454545453,0.5769230769230769,True,True,56.521739,0,0
combined,clean-t01,t01,2412,2756,14.001632653061224,15.998548752834466,37,9,24,9,0.24324324324324326,0.375,False,False,64.912281,0,0
combined,clean-t01,t01,2756,3101,15.998548752834466,18.001269841269842,40,18,27,18,0.45,0.6666666666666666,True,True,68.253968,0,0
combined,clean-t02,t02,6202,6546,36.002539682539684,37.99945578231293,38,15,31,15,0.39473684210526316,0.4838709677419355,False,True,75.609756,1,0
combined,clean-t02,t02,6546,6891,37.99945578231293,40.0021768707483,40,23,31,21,0.575,0.6774193548387096,True,True,81.900452,1,1
combined,clean-t02,t02,6891,7235,40.0021768707483,41.999092970521545,32,16,31,16,0.5,0.5161290322580645,True,True,85.507246,1,1
combined,clean-t02,t02,7235,7580,41.999092970521545,44.00181405895692,40,22,38,22,0.55,0.5789473684210527,True,True,88.16568,1,1
combined,clean-t03,t03,10680,11025,61.99727891156463,64.0,42,18,40,17,0.42857142857142855,0.425,True,True,58.762887,0,0
combined,clean-t03,t03,11025,11370,64.0,66.00272108843538,41,18,38,18,0.43902439024390244,0.47368421052631576,True,True,63.302752,0,0
combined,clean-t03,t03,11370,11714,66.00272108843538,67.99963718820862,39,13,33,13,0.3333333333333333,0.3939393939393939,False,True,68.75,0,0
combined,clean-t03,t03,11714,12059,67.99963718820862,70.00235827664399,37,20,46,20,0.5405405405405406,0.43478260869565216,True,True,79.487179,1,0
combined,clean-t03,t03,12059,12403,70.00235827664399,71.99927437641723,35,15,30,15,0.42857142857142855,0.5,True,True,81.73516,1,0
combined,clean-t04,t04,15504,15848,90.00054421768708,91.99746031746032,29,11,23,11,0.3793103448275862,0.4782608695652174,False,True,40.298507,0,0
combined,clean-t04,t04,15848,16193,91.99746031746032,94.00018140589569,40,16,22,16,0.4,0.7272727272727273,True,True,71.223022,0,0
combined,clean-t04,t04,16193,16538,94.00018140589569,96.00290249433107,36,15,26,14,0.4166666666666667,0.5384615384615384,True,True,77.40113,1,0
combined,clean-t04,t04,16538,16882,96.00290249433107,97.99981859410431,27,8,17,8,0.2962962962962963,0.47058823529411764,False,False,78.947368,0,0
combined,clean-t04,t04,16882,17227,97.99981859410431,100.00253968253968,37,13,26,13,0.35135135135135137,0.5,False,True,79.274611,0,0
combined,clean-t05,t05,20327,20672,117.99800453514739,120.00072562358277,37,17,27,17,0.4594594594594595,0.6296296296296297,True,True,75.903614,1,0
combined,clean-t05,t05,20672,21016,120.00072562358277,121.99764172335601,40,25,33,25,0.625,0.7575757575757576,True,True,85.454545,3,1
combined,clean-t05,t05,21016,21361,121.99764172335601,124.00036281179138,36,26,33,26,0.7222222222222222,0.7878787878787878,True,True,90.654206,3,1
combined,clean-t05,t05,21361,21705,124.00036281179138,125.99727891156462,40,27,34,27,0.675,0.7941176470588235,True,True,92.277992,3,1
combined,clean-t06,t06,24806,25151,143.99854875283447,146.00126984126985,36,15,30,15,0.4166666666666667,0.5,True,True,60.0,0,0
combined,clean-t06,t06,25151,25495,146.00126984126985,147.9981859410431,39,15,27,15,0.38461538461538464,0.5555555555555556,False,True,73.154362,1,0
combined,clean-t06,t06,25495,25840,147.9981859410431,150.00090702947847,39,15,34,14,0.38461538461538464,0.4117647058823529,False,True,79.79798,0,1
combined,clean-t06,t06,25840,26184,150.00090702947847,151.9978231292517,40,18,30,18,0.45,0.6,True,True,85.714286,1,1
combined,clean-t06,t06,26184,26529,151.9978231292517,154.00054421768706,39,16,32,16,0.41025641025641024,0.5,True,True,86.754967,1,1
combined,clean-t07,t07,29630,29974,172.0018140589569,173.99873015873015,37,14,34,14,0.3783783783783784,0.4117647058823529,False,True,36.507937,0,0
combined,clean-t07,t07,29974,30319,173.99873015873015,176.00145124716553,50,23,38,23,0.46,0.6052631578947368,True,True,67.741935,0,0
combined,clean-t07,t07,30319,30663,176.00145124716553,177.99836734693878,41,19,40,19,0.4634146341463415,0.475,True,True,81.56682,1,0
